timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume,ignore
1577919000000,129.98,130.1,129.98,130.08,85.10719,1577919059999,11068.8412683,68,59.7411,7769.7037052,0
1577919060000,130.1,130.1,130.01,130.03,54.53827,1577919119999,7092.1436693,49,16.45542,2140.0270593,0
1577919120000,130.01,130.08,130.01,130.03,46.55509,1577919179999,6053.9497693,47,16.96857,2206.751842,0
1577919180000,130.02,130.1,130.02,130.05,86.67204,1577919239999,11272.7019314,47,50.40901,6556.9478386,0
1577919240000,130.05,130.29,130.04,130.27,211.03669,1577919299999,27474.07149,118,133.00013,17312.8818693,0
1577919300000,130.28,130.44,130.19,130.29,526.71958,1577919359999,68658.138112,190,357.57967,46613.6250839,0
1577919360000,130.25,130.36,130.24,130.3,71.02986,1577919419999,9254.9368404,54,34.64893,4514.9822808,0
1577919420000,130.34,130.39,130.31,130.36,41.77671,1577919479999,5445.3381858,53,27.5745,3594.1059034,0
1577919480000,130.36,130.53,130.36,130.49,186.29278,1577919539999,24306.8278269,156,154.24939,20126.4084815,0
1577919540000,130.48,130.55,130.1,130.27,1407.96714,1577919599999,183424.88163,193,112.35863,14645.6965188,0
1577919600000,130.28,130.28,130.18,130.18,49.32247,1577919659999,6423.8304262,53,35.94002,4680.9663871,0
1577919660000,130.19,130.19,130.09,130.11,47.24127,1577919719999,6148.1381282,64,19.50033,2538.0727159,0
1577919720000,130.11,130.11,130.04,130.08,47.49734,1577919779999,6177.8809131,63,30.19431,3927.339948,0
1577919780000,130.11,130.18,130.09,130.16,40.00834,1577919839999,5206.6732673,38,20.5977,2680.7749522,0
1577919840000,130.16,130.19,130.16,130.17,7.25162,1577919899999,943.9471566,21,3.46912,451.5949097,0
1577919900000,130.18,130.24,130.18,130.24,12.72336,1577919959999,1656.7559331,35,4.74625,618.0235149,0
1577919960000,130.24,130.26,130.19,130.19,21.17236,1577920019999,2757.1238158,29,1.6699,217.4955775,0
1577920020000,130.19,130.19,130.11,130.15,152.7966,1577920079999,19886.8373883,35,8.78098,1142.7433043,0
1577920080000,130.12,130.15,129.85,130.0,363.50087,1577920139999,47256.256347,145,120.53365,15676.0637307,0
1577920140000,130.0,130.01,129.93,129.95,46.9782,1577920199999,6105.4096651,39,13.85158,1800.6209311,0
1577920200000,129.94,130.02,129.77,129.8,207.02242,1577920259999,26882.1600246,115,57.1159,7419.2145725,0
1577920260000,129.79,129.99,129.74,129.95,276.116,1577920319999,35855.4868979,153,155.95241,20252.1340551,0
1577920320000,129.94,129.95,129.85,129.91,162.82323,1577920379999,21154.4738712,74,102.36921,13301.5139336,0
1577920380000,129.95,129.95,129.86,129.91,17.90249,1577920439999,2325.51494,44,5.45159,708.217354,0
1577920440000,129.9,129.96,129.81,129.93,63.93496,1577920499999,8302.300013,41,27.90055,3622.9125161,0
1577920500000,129.92,130.09,129.92,129.94,80.54124,1577920559999,10471.222266,64,28.54478,3711.6266571,0
1577920560000,129.95,130.0,129.94,129.95,18.89887,1577920619999,2456.0946156,22,17.59595,2286.7785407,0
1577920620000,129.94,130.12,129.93,130.11,99.67583,1577920679999,12962.2715477,132,69.48832,9037.4002059,0
1577920680000,130.1,130.26,130.07,130.14,178.11758,1577920739999,23190.7986428,164,110.49501,14385.7181327,0
1577920740000,130.12,130.12,130.05,130.07,21.20132,1577920799999,2757.9952809,27,11.33073,1473.9374387,0
1577920800000,130.07,130.1,130.07,130.1,3.97043,1577920859999,516.4443058,13,0.38482,50.0640131,0
1577920860000,130.07,130.12,130.07,130.1,7.78921,1577920919999,1013.438848,23,3.59099,467.242589,0
1577920920000,130.1,130.14,130.1,130.14,3.29245,1577920979999,428.4288947,17,0.76568,99.6362371,0
1577920980000,130.16,130.25,130.15,130.19,40.81312,1577921039999,5314.546147,40,27.81654,3622.5602323,0
1577921040000,130.18,130.3,130.16,130.25,41.924,1577921099999,5461.1869317,56,29.57959,3853.4312806,0
1577921100000,130.26,130.37,130.26,130.33,49.50767,1577921159999,6451.6611408,60,29.84644,3889.5696996,0
1577921160000,130.33,130.47,130.31,130.44,49.29633,1577921219999,6427.6968424,74,37.02571,4827.7534191,0
1577921220000,130.44,130.49,130.4,130.42,80.6148,1577921279999,10515.5729916,93,36.10735,4710.8941149,0
1577921280000,130.42,130.56,130.4,130.51,46.00988,1577921339999,6004.544351,83,35.99512,4697.7439398,0
1577921340000,130.51,130.51,130.46,130.47,73.4033,1577921399999,9577.9108622,45,23.15954,3022.5111616,0
1577921400000,130.47,130.47,130.32,130.34,56.91606,1577921459999,7423.1018969,45,13.46993,1755.9901676,0
1577921460000,130.33,130.33,130.17,130.22,113.90353,1577921519999,14842.2546881,34,7.65341,996.860242,0
1577921520000,130.22,130.32,130.21,130.28,27.35958,1577921579999,3563.3701235,42,18.30507,2384.0909322,0
1577921580000,130.28,130.34,130.25,130.26,35.22534,1577921639999,4589.8168176,43,9.57171,1247.2781435,0
1577921640000,130.26,130.32,130.24,130.29,25.77906,1577921699999,3359.1516727,30,23.49547,3061.642711,0
1577921700000,130.31,130.32,130.28,130.28,11.89297,1577921759999,1549.5570818,25,3.33419,434.4623678,0
1577921760000,130.28,130.44,130.28,130.39,123.4544,1577921819999,16095.786059,114,88.80378,11578.2958945,0
1577921820000,130.43,130.53,130.4,130.48,139.51805,1577921879999,18202.232469,201,102.92553,13429.5361248,0
1577921880000,130.5,130.53,130.46,130.46,22.99513,1577921939999,3000.9377714,45,12.36183,1613.4090582,0
1577921940000,130.46,130.48,130.45,130.45,15.35583,1577921999999,2003.3449916,31,3.91315,510.5513646,0
1577922000000,130.45,130.47,130.43,130.43,3.05904,1577922059999,399.0528919,15,1.26,164.3922,0
1577922060000,130.43,130.5,130.42,130.47,14.27519,1577922119999,1862.5681054,22,10.395,1356.466922,0
1577922120000,130.51,130.52,130.5,130.5,4.69855,1577922179999,613.2098692,18,1.484,193.68073,0
1577922180000,130.52,130.58,130.51,130.58,11.43669,1577922239999,1493.0252178,43,8.11453,1059.3975309,0
1577922240000,130.54,130.58,130.45,130.48,157.89708,1577922299999,20605.1287369,40,141.79805,18504.0313001,0
1577922300000,130.48,130.5,130.47,130.48,2.21461,1577922359999,288.9656234,12,0.092,12.00508,0
1577922360000,130.48,130.55,130.47,130.53,3.86638,1577922419999,504.6443363,21,2.20021,287.188805,0
1577922420000,130.55,130.58,130.54,130.54,4.4517,1577922479999,581.228245,16,1.597,208.5335,0
1577922480000,130.54,130.54,130.5,130.5,8.17197,1577922539999,1066.5227362,17,0.0,0.0,0
1577922540000,130.5,130.52,130.5,130.52,1.91283,1577922599999,249.656422,10,0.0,0.0,0
1577922600000,130.52,130.54,130.52,130.54,5.42799,1577922659999,708.5251334,21,2.31695,302.439291,0
1577922660000,130.54,130.54,130.52,130.53,27.00871,1577922719999,3525.7060946,24,0.20035,26.1516855,0
1577922720000,130.52,130.54,130.52,130.53,1.59405,1577922779999,208.0713521,16,0.56059,73.1780086,0
1577922780000,130.53,130.67,130.53,130.61,54.30929,1577922839999,7093.9875144,45,31.05009,4056.0796572,0
1577922840000,130.61,130.86,130.6,130.84,354.44135,1577922899999,46350.2100465,182,273.2171,35727.0472318,0
1577922900000,130.81,130.87,130.78,130.8,69.00462,1577922959999,9027.9589217,111,51.89197,6789.45907,0
1577922960000,130.8,130.8,130.6,130.62,141.77824,1577923019999,18531.6353282,57,38.6148,5044.8642928,0
1577923020000,130.62,130.65,130.59,130.65,22.2364,1577923079999,2904.3235801,33,18.92825,2472.2855748,0
1577923080000,130.62,130.65,130.59,130.65,18.99385,1577923139999,2481.0351288,29,15.32028,2001.2670977,0
1577923140000,130.64,130.77,130.64,130.77,74.93386,1577923199999,9796.9884955,28,72.43784,9470.7990206,0
1577923200000,130.72,130.72,130.5,130.5,329.42116,1577923259999,43036.3874208,103,37.30648,4870.7865083,0
1577923260000,130.48,130.57,130.44,130.54,70.22839,1577923319999,9163.9877529,42,29.90182,3902.8881413,0
1577923320000,130.55,130.55,130.48,130.52,10.45972,1577923379999,1365.2217588,26,3.13617,409.3693396,0
1577923380000,130.48,130.58,130.48,130.5,89.9911,1577923439999,11744.8076525,34,3.50734,457.8343552,0
1577923440000,130.5,130.59,130.5,130.5,69.20428,1577923499999,9035.1144579,34,63.358,8272.0686484,0
1577923500000,130.5,130.51,130.34,130.38,104.43224,1577923559999,13619.7854329,69,6.80101,887.0124396,0
1577923560000,130.34,130.37,130.29,130.35,80.63849,1577923619999,10509.3741393,43,68.18461,8886.2679469,0
1577923620000,130.37,130.46,130.35,130.46,41.15539,1577923679999,5367.240628,39,38.38427,5005.9653432,0
1577923680000,130.46,130.48,130.44,130.47,41.1205,1577923739999,5364.7069625,33,17.73664,2314.171583,0
1577923740000,130.47,130.48,130.4,130.4,37.26367,1577923799999,4861.3551198,29,16.06964,2096.4271948,0
1577923800000,130.48,130.51,130.44,130.44,16.13486,1577923859999,2105.54256,16,13.6468,1780.8841205,0
1577923860000,130.52,130.52,130.45,130.45,1.17803,1577923919999,153.7034384,12,0.32072,41.8603744,0
1577923920000,130.44,130.52,130.44,130.47,3.77105,1577923979999,491.9796014,20,0.35726,46.6228057,0
1577923980000,130.52,130.52,130.46,130.48,6.9354,1577924039999,904.9027093,29,1.48749,194.0836201,0
1577924040000,130.47,130.49,130.35,130.37,25.95341,1577924099999,3385.0496953,29,4.209,548.89634,0
1577924100000,130.39,130.4,130.27,130.3,59.11134,1577924159999,7703.4019505,54,21.05576,2744.0479088,0
1577924160000,130.29,130.35,130.29,130.35,11.78468,1577924219999,1536.0914757,23,11.21352,1461.6509073,0
1577924220000,130.34,130.38,130.34,130.37,1.17422,1577924279999,153.0774128,11,0.3897,50.809086,0
1577924280000,130.37,130.37,130.35,130.35,2.05044,1577924339999,267.3001148,14,0.47711,62.2008307,0
1577924340000,130.35,130.38,130.35,130.37,3.90859,1577924399999,509.5423676,16,0.604,78.74952,0
1577924400000,130.37,130.4,130.36,130.38,4.7114,1577924459999,614.3315225,20,3.91634,510.6743389,0
1577924460000,130.38,130.43,130.37,130.39,11.31523,1577924519999,1475.4372594,37,5.13235,669.3377763,0
1577924520000,130.38,130.44,130.38,130.38,5.52761,1577924579999,720.8203131,19,1.19792,156.2121648,0
1577924580000,130.38,130.39,130.38,130.38,1.96339,1577924639999,256.0009087,18,0.43849,57.1747111,0
1577924640000,130.39,130.43,130.35,130.37,37.77117,1577924699999,4924.1407526,31,0.89605,116.8405019,0
1577924700000,130.37,130.37,130.34,130.35,4.90718,1577924759999,639.6587519,17,2.59449,338.1917715,0
1577924760000,130.35,130.41,130.35,130.36,14.57022,1577924819999,1899.6473019,20,8.7197,1137.031105,0
1577924820000,130.38,130.44,130.35,130.39,54.40421,1577924879999,7094.778721,64,48.04502,6265.690634,0
1577924880000,130.35,130.38,130.35,130.38,1.50259,1577924939999,195.8747797,12,0.31879,41.5638402,0
1577924940000,130.35,130.42,130.35,130.37,41.04804,1577924999999,5353.1979262,22,36.75871,4794.0289784,0
1577925000000,130.38,130.38,130.35,130.36,5.85961,1577925059999,763.9155136,22,0.561,73.14318,0
1577925060000,130.36,130.4,130.35,130.39,35.21158,1577925119999,4591.2235255,37,30.54362,3982.7393083,0
1577925120000,130.39,130.48,130.38,130.43,66.45021,1577925179999,8668.4389452,95,49.38578,6442.7284588,0
1577925180000,130.46,130.46,130.4,130.44,16.82487,1577925239999,2194.3189902,34,2.93221,382.4404697,0
1577925240000,130.41,130.44,130.4,130.44,7.46142,1577925299999,973.0072966,17,1.10131,143.6424978,0
1577925300000,130.44,130.47,130.43,130.46,27.16542,1577925359999,3543.5770884,22,25.91342,3380.2671384,0
1577925360000,130.44,130.48,130.43,130.45,17.82267,1577925419999,2324.7858966,22,15.80728,2061.9007689,0
1577925420000,130.45,130.57,130.45,130.48,177.402,1577925479999,23151.8567496,105,169.43921,22112.5966169,0
1577925480000,130.46,130.53,130.46,130.51,75.96256,1577925539999,9915.0376929,25,1.74999,228.3882053,0
1577925540000,130.54,130.55,130.48,130.48,49.42757,1577925599999,6451.7257666,31,25.65733,3348.814682,0
1577925600000,130.48,130.52,130.48,130.5,38.10441,1577925659999,4972.6320835,22,36.63053,4780.3166091,0
1577925660000,130.5,130.5,130.46,130.46,26.53404,1577925719999,3462.1573561,25,25.23893,3293.1973055,0
1577925720000,130.46,130.64,130.46,130.64,248.28715,1577925779999,32415.1925866,95,157.66078,20580.9190957,0
1577925780000,130.64,130.64,130.53,130.59,205.89082,1577925839999,26883.2074556,77,138.08245,18029.1425433,0
1577925840000,130.57,130.66,130.54,130.66,206.06591,1577925899999,26912.9741482,81,121.29697,15840.019032,0
1577925900000,130.66,130.69,130.53,130.59,211.17814,1577925959999,27580.2926724,85,125.25492,16354.3600962,0
1577925960000,130.59,130.67,130.56,130.63,175.49148,1577926019999,22924.8157306,148,91.38507,11937.248829,0
1577926020000,130.6,130.6,130.44,130.48,154.83082,1577926079999,20202.0255305,35,119.19065,15552.0212375,0
1577926080000,130.47,130.7,130.47,130.7,308.84537,1577926139999,40347.7173831,141,190.47855,24884.1301786,0
1577926140000,130.7,130.76,130.7,130.75,71.09011,1577926199999,9293.4979829,47,54.24645,7091.314264,0
1577926200000,130.76,130.78,130.68,130.73,85.07519,1577926259999,11122.4644268,93,73.74285,9640.920589,0
1577926260000,130.74,130.75,130.6,130.63,86.48975,1577926319999,11301.1842468,75,56.65335,7403.4713105,0
1577926320000,130.65,130.66,130.54,130.56,28.30919,1577926379999,3696.6123453,33,24.69667,3224.9117495,0
1577926380000,130.55,130.56,130.53,130.54,7.57726,1577926439999,989.1127771,19,2.8505,372.0864284,0
1577926440000,130.55,130.58,130.52,130.55,10.57406,1577926499999,1380.4307923,34,2.14102,279.5162283,0
1577926500000,130.55,130.58,130.55,130.56,28.01425,1577926559999,3658.004646,22,0.0,0.0,0
1577926560000,130.56,130.62,130.56,130.58,26.86252,1577926619999,3508.2493237,37,8.25241,1077.8180938,0
1577926620000,130.58,130.59,130.51,130.52,44.38544,1577926679999,5795.2209577,33,28.82413,3763.3187719,0
1577926680000,130.51,130.6,130.51,130.6,35.05207,1577926739999,4576.5741306,42,30.34804,3962.5121973,0
1577926740000,130.59,130.67,130.58,130.67,110.78281,1577926799999,14473.9746705,75,38.2996,5004.0540864,0
1577926800000,130.66,130.67,130.43,130.44,99.88496,1577926859999,13043.6059136,58,34.08894,4450.1151712,0
1577926860000,130.45,130.5,130.42,130.5,58.82687,1577926919999,7673.6094516,42,57.15745,7455.83297,0
1577926920000,130.49,130.5,130.44,130.44,15.05705,1577926979999,1964.4642715,21,12.047,1571.711,0
1577926980000,130.43,130.59,130.43,130.5,428.62931,1577927039999,55956.5961978,143,167.44927,21856.6744389,0
1577927040000,130.5,130.55,130.44,130.44,119.47668,1577927099999,15591.1605959,68,101.75021,13278.3413442,0
1577927100000,130.44,130.49,130.4,130.48,150.69428,1577927159999,19656.1273915,90,73.94669,9646.9966056,0
1577927160000,130.46,130.53,130.45,130.5,85.12312,1577927219999,11109.7564969,51,33.27017,4342.0399533,0
1577927220000,130.52,130.52,130.48,130.5,21.8688,1577927279999,2853.6830261,17,19.52656,2548.0281744,0
1577927280000,130.5,130.57,130.5,130.5,25.96584,1577927339999,3389.4049168,37,17.8167,2325.6802286,0
1577927340000,130.51,130.51,130.4,130.4,67.71262,1577927399999,8832.259556,42,51.34718,6696.83946,0
1577927400000,130.41,130.43,130.37,130.4,14.06902,1577927459999,1834.4605875,31,1.10126,143.6293824,0
1577927460000,130.39,130.44,130.37,130.44,11.75876,1577927519999,1533.3233789,24,1.90108,247.9047311,0
1577927520000,130.45,130.45,130.4,130.4,28.31943,1577927579999,3693.6678213,35,10.7702,1404.9002804,0
1577927580000,130.42,130.44,130.4,130.44,6.26316,1577927639999,816.8868206,29,2.35462,307.1158486,0
1577927640000,130.44,130.44,130.38,130.39,27.37847,1577927699999,3570.3512398,26,19.52781,2546.4488695,0
1577927700000,130.38,130.5,130.38,130.45,53.0943,1577927759999,6926.4142667,47,40.37117,5266.4595022,0
1577927760000,130.46,130.5,130.44,130.47,25.59757,1577927819999,3339.9050733,32,17.98585,2346.818566,0
1577927820000,130.47,130.49,130.41,130.49,27.55578,1577927879999,3594.879932,43,23.81655,3107.0912104,0
1577927880000,130.47,130.57,130.46,130.56,229.47914,1577927939999,29956.0405518,144,93.73604,12236.4821153,0
1577927940000,130.55,130.56,130.4,130.42,171.96271,1577927999999,22429.7818718,50,147.73433,19268.5297645,0
1577928000000,130.42,130.52,130.42,130.48,7.01831,1577928059999,915.7424216,19,2.06105,268.9685933,0
1577928060000,130.49,130.49,130.45,130.49,3.92931,1577928119999,512.6352464,15,0.66547,86.8307446,0
1577928120000,130.47,130.55,130.47,130.51,30.96188,1577928179999,4041.8606979,26,5.52414,721.0478906,0
1577928180000,130.52,130.52,130.5,130.5,9.43295,1577928239999,1231.0953581,12,7.195,939.01945,0
1577928240000,130.5,130.55,130.46,130.46,13.14867,1577928299999,1716.299348,25,1.22857,160.364878,0
1577928300000,130.46,130.47,130.45,130.45,9.19167,1577928359999,1199.1215498,27,1.79089,233.6443283,0
1577928360000,130.45,130.45,130.43,130.43,22.38525,1577928419999,2919.9108845,26,0.0,0.0,0
1577928420000,130.43,130.53,130.43,130.43,63.79994,1577928479999,8324.9654584,51,39.86071,5201.3209379,0
1577928480000,130.44,130.46,130.43,130.46,11.72154,1577928539999,1529.0462043,20,5.95759,777.1195044,0
1577928540000,130.45,130.45,130.42,130.45,11.70122,1577928599999,1526.3920774,21,0.48696,63.5223982,0
1577928600000,130.45,130.5,130.38,130.47,154.59948,1577928659999,20163.4592856,51,66.67958,8696.3536562,0
1577928660000,130.45,130.45,130.41,130.44,7.3535,1577928719999,959.1337636,20,5.67178,739.7882171,0
1577928720000,130.42,130.44,130.35,130.35,57.69632,1577928779999,7522.9868291,37,5.40316,704.6162254,0
1577928780000,130.35,130.37,130.29,130.34,25.35976,1577928839999,3305.8450819,27,21.85071,2848.4692023,0
1577928840000,130.32,130.32,130.26,130.26,44.13617,1577928899999,5751.196673,35,39.01154,5083.563895,0
1577928900000,130.26,130.31,130.26,130.3,19.89623,1577928959999,2592.3735051,31,5.56305,724.80644,0
1577928960000,130.3,130.31,130.25,130.25,39.18053,1577929019999,5104.0277893,41,19.63613,2558.0978675,0
1577929020000,130.26,130.26,130.17,130.2,425.35252,1577929079999,55377.1331636,93,96.36465,12547.3780783,0
1577929080000,130.2,130.22,130.15,130.15,43.66456,1577929139999,5684.7890786,42,40.45406,5266.8860515,0
1577929140000,130.15,130.21,130.15,130.18,20.96327,1577929199999,2728.9564008,27,15.33707,1996.5332308,0
1577929200000,130.17,130.23,130.15,130.16,122.86626,1577929259999,15995.0404551,56,45.48056,5920.4435653,0
1577929260000,130.15,130.25,130.12,130.21,67.29583,1577929319999,8760.4729557,44,36.7499,4782.9282867,0
1577929320000,130.21,130.22,130.17,130.2,21.68776,1577929379999,2823.5534489,39,18.25634,2376.8580324,0
1577929380000,130.19,130.24,130.17,130.18,78.20486,1577929439999,10181.9719581,45,32.22452,4195.3028962,0
1577929440000,130.18,130.25,130.18,130.18,140.96304,1577929499999,18357.2743372,95,75.89603,9883.2913432,0
1577929500000,130.2,130.28,130.16,130.2,217.00953,1577929559999,28258.1187763,104,146.35804,19057.1747409,0
1577929560000,130.2,130.22,130.17,130.21,8.3316,1577929619999,1084.7811598,19,5.41449,704.9803786,0
1577929620000,130.21,130.25,130.21,130.23,4.06827,1577929679999,529.7937525,14,1.16334,151.5172225,0
1577929680000,130.24,130.26,130.16,130.19,54.38649,1577929739999,7080.0230351,29,41.1589,5357.4612324,0
1577929740000,130.21,130.21,130.16,130.19,14.64849,1577929799999,1907.1496207,19,9.54451,1242.6725323,0
1577929800000,130.18,130.25,130.17,130.24,42.39793,1577929859999,5520.5695945,37,31.58607,4112.630576,0
1577929860000,130.25,130.26,130.22,130.26,13.69609,1577929919999,1783.7376974,30,6.05189,788.1563529,0
1577929920000,130.27,130.28,130.26,130.28,13.39263,1577929979999,1744.619976,26,2.82391,367.8811804,0
1577929980000,130.27,130.27,130.2,130.23,12.84845,1577930039999,1673.2632178,26,4.75122,618.7703057,0
1577930040000,130.23,130.26,130.2,130.26,21.72123,1577930099999,2828.4923898,30,18.24301,2375.5640276,0
1577930100000,130.26,130.27,130.2,130.27,36.63891,1577930159999,4771.6721818,27,35.10078,4571.3522441,0
1577930160000,130.27,130.28,130.25,130.27,12.78658,1577930219999,1665.5682305,20,4.02076,523.7326591,0
1577930220000,130.26,130.27,130.25,130.27,27.37094,1577930279999,3565.5388431,26,20.36753,2653.2764124,0
1577930280000,130.27,130.29,130.26,130.28,32.81264,1577930339999,4274.8703654,20,14.0883,1835.4766486,0
1577930340000,130.27,130.28,130.15,130.15,51.18064,1577930399999,6664.2458567,32,21.71168,2826.5924688,0
1577930400000,130.14,130.16,129.99,130.02,388.10056,1577930459999,50465.3261478,74,312.66732,40656.2830214,0
1577930460000,130.0,130.0,129.65,129.69,691.57914,1577930519999,89793.7646811,212,184.30032,23931.5281272,0
1577930520000,129.65,129.81,129.63,129.7,394.95571,1577930579999,51231.8204474,173,207.8166,26954.5367598,0
1577930580000,129.69,129.79,129.67,129.69,268.21879,1577930639999,34794.5823001,83,103.77535,13459.7172913,0
1577930640000,129.71,129.83,129.63,129.83,222.26748,1577930699999,28833.443886,82,67.54495,8759.5402003,0
1577930700000,129.8,129.96,129.8,129.88,124.31914,1577930759999,16146.7191257,57,103.40771,13430.6938768,0
1577930760000,129.88,129.93,129.83,129.9,210.1695,1577930819999,27298.1346289,77,124.34113,16149.5303444,0
1577930820000,129.91,129.91,129.76,129.76,108.31652,1577930879999,14066.0161605,43,72.44016,9406.015578,0
1577930880000,129.81,129.84,129.76,129.81,109.10661,1577930939999,14164.0252532,36,77.41856,10050.1239703,0
1577930940000,129.76,129.77,129.7,129.76,145.05711,1577930999999,18817.5807593,63,91.86164,11917.08983,0
1577931000000,129.73,129.84,129.72,129.75,168.16976,1577931059999,21822.6580147,43,68.92179,8941.5191628,0
